video no,time_process(milli),Gavam(1)/Clm(2),face_displacement_X_Axis,face_displacement_Y_Axis,face_displacement_Z_Axis,face_Angular_displacement_X_Axis,face_Angular_displacement_Y_Axis,face_Angular_displacement_Z_Axis,confidence,polarity
4,716.860970262,0.0,4.92046816211,12.022208921,27.803572448,0.0489320581356,0.047191117434,0.0252248899421,1.19595519069,-1.0
4,967.050115902,0.0,6.06528081425,9.09980148813,22.3826399405,0.060667382811,0.059751423699,0.0381352181014,5.27341682304,0.0
4,1890.81591266,0.0,13.5342758778,11.9588030734,49.7683599901,0.0645904010834,0.233940086417,0.0671967224756,3.12845104403,1.0
4,2256.47184329,0.0,17.0512807891,20.9576632496,67.7181952427,0.0911752073532,0.185221562624,0.0639504095121,3.23517234023,1.0
5,736.105904018,0.0,13.4204510005,3.86334365073,35.7987336765,0.0537406798709,0.12117635907,0.0423219291575,6.19628096141,0.0
5,1852.32588536,0.343062635792,18.7851468728,12.277338262,241.254103528,0.303818228024,0.400111830234,0.125252352849,13.8396643743,0.0
5,3064.7640135,0.231448136708,16.7291473434,7.02739293849,123.646128669,0.146436547728,0.193464574739,0.090976640953,19.6614042379,0.0
5,2400.81020353,0.0,14.7353744253,7.15938252289,80.4312654549,0.107304100477,0.185366581068,0.0600567727426,4.89493461245,1.0
6,1005.54018114,0.0,6.15500235975,4.65461470511,25.5094454016,0.0513926102493,0.065242677613,0.0240928761412,0.619189556947,0.0
6,2064.02161179,0.0,5.92152166367,4.97440599722,31.4081977605,0.042304975038,0.0495590966006,0.0192712096209,0.40804910564,-1.0
6,3459.28696337,0.0,10.3482664437,5.71688174385,27.073070429,0.0516306450285,0.0569324772116,0.0341221742823,0.416500689122,-1.0
6,813.086472972,0.0,5.34289189036,8.2054954449,34.9789434593,0.0569282194109,0.0315402401431,0.0121414170462,0.625876128033,-1.0
6,4758.32599719,0.0,11.8355501611,6.97905611764,46.1197636041,0.0740288809194,0.0488167213735,0.0273401498154,1.79650815477,1.0
7,822.710097484,0.440587842614,24.5710827207,42.8250440273,78.0292625643,0.326517747202,0.206317045422,0.10677377923,152.256517803,-1.0
7,591.764436373,0.0,104.956557702,8.23125120868,79.1701566781,0.0548433453012,0.126809551424,0.092831813889,2.03369197834e-13,-1.0
7,1554.02702681,0.0,23.9378508634,12.1696928015,24.4226975339,0.0723171032963,0.102212323751,0.0534802485317,3.29495759301e-13,0.0
7,1217.23761611,0.0,14.1914041336,21.7465152492,10.0396096529,0.148117280847,0.0757626799564,0.0569157412849,3.04375144527e-13,0.0
7,2285.33991397,0.0,7.71615937526,6.87429824043,15.6098381092,0.0660884341654,0.0654051725771,0.0431514252803,4.18628868783e-13,-1.0
7,976.67274212,0.0,5.37596872049,9.66558323435,9.04103020045,0.0592274939529,0.0454083456618,0.0195426178233,2.65160992733e-13,-1.0
7,2593.26042418,0.0,47.4222025977,6.53704503396,33.7389761491,0.0827496218224,0.150977880818,0.0667442618347,4.37450201764e-13,1.0
8,803.464682279,0.0,6.87433593281,10.7367902664,10.6383020464,0.0745793649971,0.0664138461424,0.0627759666661,8.63011000201,1.0
8,2035.15400273,0.272818898186,14.1993430176,11.7221501017,35.9638628022,0.0945883381363,0.123870533455,0.0962956627923,3.02127238195,1.0
8,764.97444467,0.0,3.67333954427,6.1104514442,9.76568550929,0.0525347871322,0.0596246808996,0.0306920323902,0.782068289609,1.0
8,668.747317458,0.0,8.91689419148,8.33321902303,13.4631769922,0.0798377541454,0.121668314711,0.0921111405042,0.790975226268,1.0
9,1707.98778874,0.242107040808,6.67348226352,17.6778442116,22.560231384,0.110967211718,0.0975866886323,0.051709720006,105.393696695,-1.0
9,861.200690197,0.0,11.8473606709,5.48986624124,37.0910320376,0.0811268051519,0.0895135500275,0.0669301853633,7.52692585432,0.0
9,2439.30025542,0.152462687471,16.795530771,9.89745342195,28.5943805256,0.0826510560087,0.112084535259,0.0781728613925,7.25204061709,-1.0
10,1092.14363708,0.309458970809,8.53555795257,9.91567789114,28.7345726939,0.0546183477764,0.0737299103103,0.0415336273064,3.27402510975,0.0
10,1217.23724776,0.343002614641,13.8246122137,7.43509142461,25.7418173977,0.107217781776,0.0795512784052,0.0809772946952,6.99502966834,0.0
10,380.058275012,0.0,4.02011422502,3.74196106686,16.6457064987,0.0583890788714,0.0196219144876,0.0395601456651,6.17965491859,0.0
10,1342.3309559,0.472251609562,8.88724402918,16.9934032843,32.8138088285,0.0851221367467,0.0505634016776,0.0734649509827,18.6998734077,1.0
10,457.043218048,0.440754546026,7.46575168899,7.53369410462,38.5894720913,0.0906455194256,0.0555371151169,0.0434340087159,18.7551714784,0.0
10,360.811329625,0.505227924065,17.9570442028,10.791498871,33.387313099,0.137889034354,0.0340727867431,0.13025018115,23.8006731857,1.0
10,1477.04685539,0.462843695221,15.1806344974,10.0307010582,47.5780894699,0.0832509761566,0.0684309396258,0.0926270506136,10.705362961,1.0
10,1640.62984633,0.284474711475,8.53995998119,6.23353105174,25.3383763124,0.0704420822247,0.0352248974278,0.0391476828449,12.0281866597,1.0
10,129.813259367,0.0,1.25968050258,1.02107443587,11.0120824668,0.0164857219364,0.0144106050267,0.0120461112991,0.284111147583,0.0
11,1092.14363708,0.0,1.85900089804,6.41946159898,9.2005883488,0.0465605611975,0.015557077771,0.0260085064756,0.476048190011,-1.0
11,659.123968848,0.0,3.02364577564,2.20244712511,7.24076024727,0.0284132754251,0.0422903329312,0.0193336515147,0.646992708025,-1.0
11,2083.26675722,0.0,6.79340063498,3.05499734367,11.4418045163,0.0344168393447,0.0829479614758,0.036326095009,0.568687591997,-1.0
11,4306.06815615,0.0,4.59342566944,4.61899253831,10.9371189129,0.0443932238559,0.0264693884261,0.0239501811116,0.572812142601,0.0
11,755.351776768,0.0,4.77014471273,3.77953912319,7.93918411759,0.0392006643184,0.0303443278074,0.0269499756029,0.400840152086,1.0
12,168.325069929,0.0,2.52195325301,2.55805478049,17.7765283739,0.0182738965984,0.0259826279259,0.0415595440788,0.257344176846,0.0
12,437.797443484,0.0,2.92771492445,5.64191033365,42.2985567129,0.0442821596267,0.0312852981544,0.0145969754043,0.371789579099,-1.0
12,370.435126832,0.0,5.2971305647,5.8194782464,36.6959494743,0.0543703517609,0.0364211515526,0.0361385445448,0.507082467119,-1.0
12,784.219404891,0.0,5.02569559863,4.68245956022,29.9123814702,0.0589976209946,0.0419437067793,0.0158285822515,0.142531151384,-1.0
12,235.702424379,0.0,3.16131706951,4.83022686459,38.075798963,0.0398719305723,0.0185608999599,0.0312589137105,0.239590420578,0.0
12,399.305049092,0.0,2.91625642597,6.47305486576,40.6300952152,0.0416089981742,0.0356740836296,0.0231153369592,0.306618813082,-1.0
12,736.106065388,0.0,8.32185343508,5.58147148134,54.8934962516,0.0556936195307,0.0579833083552,0.0415577825721,0.232267128827,1.0
12,457.044486466,0.0,4.43144937977,4.20592585633,26.5321224211,0.0588830487583,0.0453027180125,0.0943097378237,0.178178316308,0.0
12,697.615523474,0.0,3.48548588872,8.29354300252,47.6229306296,0.0422073607874,0.0396287598378,0.0454857620873,0.323420983416,1.0
12,1159.50213116,0.0,4.68384408126,6.8859349529,48.3802316702,0.0419007037634,0.0620008408732,0.0297497008534,0.231827671772,-1.0
13,591.764504903,0.0,3.07201308781,3.33480706581,9.35216262068,0.0309254639965,0.0383693169781,0.0350728933301,0.579228407457,1.0
13,1053.65323905,0.0,3.09338836767,5.39578175249,11.114403904,0.0675389919602,0.0469914419085,0.0311463979091,1.97507540031,0.0
13,2227.60440146,0.0,5.73663166113,2.87550722914,17.7189062187,0.0322853079031,0.0599272075187,0.0516076162461,2.02518572969,0.0
13,1457.80136355,0.0,2.76423592619,5.44536185729,11.7429762385,0.0491198676348,0.0631934327043,0.0362494382367,3.82064904651,0.0
13,331.94265569,0.0,2.50678085928,1.02202020609,11.3544315715,0.0164519217203,0.0811427877284,0.0152682412922,0.505494267289,0.0
13,341.566174796,0.0,3.89231510815,3.23523857362,19.1792726999,0.0420449121669,0.0509321315581,0.0146208294706,0.504697489185,0.0
13,1602.14000429,0.0,4.22888457775,5.83063956272,14.7483763744,0.0552041630815,0.0881305471382,0.0357776110361,0.566255365589,0.0
13,1380.82128409,0.0,2.61558602796,4.79067966474,8.20181122089,0.0622539699489,0.073025234924,0.0364568727576,0.940901100457,-1.0
14,33.3335000013,0.0,1.42894148352,0.417697007411,1.31434254793,0.0034913345161,0.00116597612897,0.00185873612974,0.17563606423,0.0
14,437.797562881,0.1490711985,8.00900755681,2.27447767329,12.2439905339,0.0307149743406,0.0325747477252,0.0462613403839,0.318616431687,0.0
14,1044.0306867,0.0,40.1042886262,11.300521369,53.4318018857,0.0710227387833,0.196748196216,0.0453426065552,2.91611486801e-13,1.0
14,1044.0306867,0.489770751891,35.2148806426,17.408850338,69.6664952726,0.121919220738,0.0851381881985,0.0541017880841,15.4628215354,1.0
14,543.649493722,0.501620749793,22.3054600576,5.61390977322,20.7071898051,0.0428321829172,0.0774407777609,0.0214800700837,501.620746784,0.0
14,293.44433767,0.479463301485,12.470324783,4.1545575649,15.7726235194,0.0674896003283,0.0567009815036,0.0158497656383,479.463298609,0.0
14,476.289284201,0.0,28.818741125,8.21199482237,24.5013736208,0.075896099335,0.15213205492,0.100894695635,1.60777467769e-13,1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0
15,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0
16,822.710093626,0.152477210494,43.8035279807,22.6061829939,112.698584876,0.189665576185,0.147738327362,0.0842224025842,3.22186943321,-1.0
16,2487.41279828,0.296395462112,117.68318285,129.875218704,738.352304115,0.738469259717,0.394826222662,0.742712884705,488.601760188,-1.0
16,601.386967683,0.127000127,26.5736589737,29.3702271702,235.05996306,0.0611277011278,0.145792970793,0.370717942718,127.000126238,-1.0
16,947.804281522,0.101015254455,21.1808482496,25.9427275477,201.910502788,0.0277862660429,0.0733518229616,0.325899050473,101.015253849,0.0
16,3545.88974432,0.232283009021,63.6218275689,64.6104633544,412.603095901,0.0663058294362,0.271455757912,0.638293814935,232.283007628,-1.0
17,1861.9483907,0.0,7.94282952713,2.4365698625,2.56640632631,0.0264572650004,0.049054760987,0.023184262783,1.24516135186,-1.0
17,437.797344852,0.0,4.37930227725,1.27742027521,0.903550572115,0.0182058917068,0.0262002203717,0.0161154352895,0.339426334963,-1.0
17,370.435126832,0.0,4.4753096518,1.47048435671,3.60199495499,0.0178492367698,0.0291610521013,0.0257987047236,0.379930711292,-1.0
17,1486.66902043,0.0,8.89302258513,3.79546259544,4.98291111401,0.02337052283,0.0425946586417,0.0229235269791,0.485598954013,-1.0
17,1207.61457334,0.0,3.11670194152,2.16055014187,1.76499975828,0.02653274295,0.0220513481655,0.0153124131539,0.315614376448,1.0
18,274.199184158,0.0,4.37439875826,4.54174956441,33.5632337468,0.140756429426,0.0590846471487,0.0455308350759,15.7334993858,-1.0
18,1448.17895883,0.341073446924,8.92346715769,5.78601220305,17.9375789549,0.103485920794,0.102506538535,0.0571088628058,248.922075873,1.0
18,1274.97281984,0.191630330764,10.893892403,4.41758065419,14.6716206841,0.0429358762065,0.141062962265,0.044885936199,11.7610794812,1.0
18,611.010709214,0.0,12.5721469502,5.93441509771,17.0940747076,0.02842677983,0.109945276687,0.0491340938174,4.58039738437,1.0
18,745.729087608,0.0,9.52823032145,3.47077928313,16.6210586454,0.0302802886994,0.0957283719113,0.069109406092,9.53314489395,1.0
18,543.649862011,0.0,5.37285150177,4.04710818355,6.91878664064,0.0208396467413,0.0434002106281,0.0338572472283,2.95016342288,1.0
19,2189.11447323,0.0,6.8164205026,5.50427855904,61.7085020537,0.0361562879189,0.0544624700408,0.0300817698827,8.46521967453,1.0
19,736.105881117,0.0,1.18553755812,2.1744220392,5.78341913536,0.0259586829535,0.0153706959806,0.0107977466283,0.930097129758,1.0
19,476.290450601,0.0,3.11454346292,1.96376602848,18.039540827,0.034640530748,0.043148267849,0.0210471369646,9.77390008714,1.0
19,630.25628666,0.471291188773,1.8702205398,2.85407238965,9.00920582869,0.0292312541819,0.01317905702,0.0216940904573,21.7343963557,1.0
19,2468.16786166,0.27494986174,3.23665172539,2.91095783107,9.65345722503,0.0353499155937,0.0200714630654,0.0474636504248,3.2615107597,-1.0
19,1390.44384281,0.0,3.03758593807,4.88815752862,15.0710128995,0.0482552990305,0.0347519217749,0.0201379261879,9.29036482541,1.0
19,928.559621946,0.0,2.32449208923,2.77650380283,9.74991693565,0.0224899261053,0.0444051036377,0.0115204435327,14.7236395256,0.0
21,2314.20734214,0.0,11.6596237594,10.2001537502,56.1547116133,0.0798958792807,0.187149131074,0.0620128952041,2.63441220938,1.0
21,649.501360231,0.0,4.79356297346,2.63690685198,17.0310048551,0.110327213003,0.0883904780289,0.0712718834158,0.515470660012,0.0
21,1226.85973753,0.0,8.90186028663,9.0633674221,46.7892300406,0.0788837002737,0.117134230932,0.0658531410976,0.561075119781,0.0
21,1246.10444404,0.0,8.20558600531,4.80596632515,31.0832419548,0.0455965248988,0.0566479372104,0.10679292325,0.784239402534,1.0
21,2121.75669723,0.0,34.9531623147,16.672168926,76.4688749032,0.088269401244,0.0963855187166,0.0784572309959,0.825326427633,-1.0
21,1486.66940732,0.0,4.76881606278,11.8716977268,39.0755660574,0.0678604379645,0.234922399691,0.0383220785368,3.94656331931,1.0
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
22,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0
23,274.199184158,0.0,2.0425841635,2.60677560152,19.5471528436,0.0290131548408,0.0736244617765,0.055125896394,0.918456798879,1.0
23,466.666747728,0.0,7.93733218384,9.86882086773,35.4571719754,0.0621843125255,0.115285961441,0.100209796043,1.7091764209,-1.0
23,813.087440615,0.0,13.7497621139,5.24173150638,17.3248668701,0.0396768072763,0.10342939859,0.113234388559,1.16576055912,0.0
23,918.936624639,0.0,10.0420574089,11.4358406425,38.6225497023,0.092820449177,0.109673914038,0.0929978351005,4.26922343948,-1.0
23,918.936215816,0.0,5.66241410954,9.38773037835,34.514368132,0.0536422465972,0.0531919935578,0.0334733783463,0.628342010574,0.0
23,1082.52089228,0.0,7.96250531446,14.0291808354,37.4996920193,0.0525169918575,0.143467451096,0.0520915282236,1.90322650122,1.0
23,967.050115902,0.219042913558,19.7699637555,16.6620879401,51.4862434069,0.177653580175,0.0786205619697,0.087660872074,99.4624548786,0.0
23,524.405144398,0.0,6.55342353745,6.16876576232,15.7368786242,0.0628659578257,0.030723457915,0.026209082186,0.874096580287,0.0
24,1361.57590704,0.245320954712,15.4610309935,5.27402144999,43.6573820751,0.192126152231,0.40152510462,0.167869411682,8.13721575846,0.0
24,995.917574311,0.0,12.9338339867,7.71713623737,21.6747350676,0.187815495797,0.12043336697,0.0308367524287,2.77563202823e-13,0.0
24,1707.98757012,0.129447087786,12.7933295432,15.287866702,36.147101099,0.0889399317622,0.0951443340713,0.046658255639,129.447087009,0.0
24,909.313742464,0.0,12.7150524234,9.7890995151,34.2917211872,0.10894962594,0.0565744801604,0.0478062867313,1.63350070604e-13,0.0
24,177.953510122,0.0,2.69653200611,14.8546337525,34.6725731309,0.126081480025,0.0330312054588,0.0214425659696,1.10292432981e-13,1.0
24,466.667478013,0.0,10.2891644706,14.4031109235,43.6952905282,0.108845803965,0.0789965911867,0.0233784781451,1.32663436941e-13,0.0
24,562.896609808,0.0,5.31614153487,12.4025230354,38.3346013056,0.0754776715289,0.0699766314909,0.0305970117747,2.08652394459e-13,1.0
24,1746.4778314,0.179522591775,7.55145163986,20.4847296861,46.4875146513,0.200443222899,0.12505795845,0.0573199765282,179.522590698,0.0
24,2035.15392102,0.232148716139,7.40050524974,16.7459887849,66.5657378914,0.13713795963,0.155939920279,0.0370832646711,232.148714746,1.0
25,303.070826596,0.0,11.6990839938,13.9162421963,21.3189177311,0.054100676719,0.0516414997611,0.0318076046655,4.74104819258,1.0
25,553.273157234,0.0,7.79573597631,17.6870026242,18.0810321438,0.0370537538521,0.0209064486484,0.0121194057188,1.07189995685,1.0
25,2930.04854655,0.0,17.5141291581,47.5808598933,44.9023425468,0.190894456036,0.0510398003949,0.0482769650914,8.04849320293,1.0
25,784.21840118,0.0,10.8651525706,25.3251647807,21.1926524628,0.117419167244,0.0434930526528,0.0422046647262,0.735591299325,1.0
25,1294.2177656,0.0,50.3606283672,19.5947946134,41.4163199858,0.0807531632733,0.0891372879387,0.0916705361501,1.68060796302,0.0
25,1467.42430286,0.0,18.1697464311,15.0340646283,20.4328705772,0.0377596056996,0.0453218519374,0.0389550242142,0.909375826135,0.0
25,986.295354648,0.443355133076,34.1231183892,15.0625462666,27.1707868221,0.0886403158848,0.169956276155,0.0564901712507,1.51436067789,1.0
26,2468.16772503,0.0,13.0961347151,10.9665617754,17.1719926701,0.0633141567011,0.0833377514272,0.0537811088778,1.57589155423,1.0
26,1631.00724974,0.0,23.303653816,6.43529201674,15.3500401756,0.0775426798281,0.0576227257565,0.102700265398,2.25983429679,-1.0
26,1765.72259681,0.0,13.3772042905,5.34001387662,12.261677935,0.0649458113454,0.0889256425843,0.0650236289036,1.16360247117,-1.0
26,4229.08794134,0.297586006514,24.8304232677,18.7913728935,54.5110093345,0.0886289468669,0.137732787318,0.104594424372,15.6668065715,1.0
27,437.797557689,0.0,3.93159015056,3.96251057679,13.6953059868,0.02985352545,0.127082207083,0.0677762700418,6.45865549959,0.0
27,1775.3455793,0.496333671363,9.69143324745,9.96964751015,15.0161072974,0.070764400254,0.142868297724,0.0543910281538,10.4879908289,1.0
27,1197.99183685,0.215453339776,20.9493153693,7.61850984742,15.4854148951,0.0778330915886,0.155783584816,0.0666927632703,10.7051042957,0.0
27,764.973735216,0.361216164947,8.95602709891,5.45755980407,12.6061389538,0.0670379989599,0.147837064498,0.0930697702837,5.1810569411,1.0
28,476.289710606,0.0,27.5327783962,12.1326390325,32.4997054302,0.14662046125,0.0662632176924,0.0977065300517,2.492636519,-1.0
28,591.764436373,0.249589827451,13.2645747781,9.03643336115,38.5413913935,0.106016555049,0.0902600475877,0.0468971790995,4.53259696176,-1.0
28,649.501204635,0.429571747237,19.1060491944,19.3608268967,40.6415179597,0.116995541394,0.152173842475,0.0499177201882,9.59702702376,-1.0
28,1072.89849747,0.133619676149,10.5067401912,12.7995245356,32.5292578828,0.0915952133588,0.100788028363,0.0512360347914,14.1040972494,-1.0
28,784.219787858,0.300205690802,11.3272732577,21.0786506262,34.7595899485,0.0853341576871,0.134714110291,0.0595987666496,3.1365245331,-1.0
28,1044.03100931,0.337461457615,8.39276564499,20.1132668021,49.0297765194,0.0866320003712,0.099889886688,0.073211984581,164.078031651,0.0
28,1284.59562768,0.298091445552,22.1394591133,14.0318464414,37.6614224294,0.114966633099,0.227705963145,0.112611294871,4.69848378759,-1.0
28,1707.98798822,0.242107040808,14.002810935,19.5545730548,48.0285347196,0.123562957028,0.139189830909,0.0781423525593,6.30599246513,-1.0
28,774.597159982,0.0,26.2099617033,15.5462272074,32.7395378746,0.11540791094,0.0772362519835,0.137655366152,7.10994327459,-1.0
28,1159.50213116,0.0,20.6409647593,14.4069958728,38.05135329,0.066214079407,0.0882123579281,0.043369496957,90.6800191911,-1.0
29,562.895988928,0.0,6.5485519601,7.00703718324,12.6393820584,0.0622593584734,0.0787134255237,0.0258750272265,2.20886450993,-1.0
29,418.551249139,0.0,31.1852680139,11.3938776924,52.3281743669,0.0286060480601,0.257413156572,0.0293625763037,5.61140878206,-1.0
29,1544.40446391,0.136066715046,22.2616247038,15.297724506,39.2007269903,0.113892102666,0.215410780264,0.0582834745776,189.413898884,0.0
29,2102.51161038,0.0,15.0592536061,7.89472722958,24.6206221489,0.071462296051,0.260851414724,0.0764855326806,3.89403337386,-1.0
29,1727.2327462,0.0,8.81817711158,8.204832993,17.525405434,0.0563213823471,0.178067416723,0.0377876988879,1.80858679972,1.0
29,1794.59084502,0.0,21.3215903349,15.1909589524,37.1567741118,0.0700195779169,0.205222791463,0.0278671801953,11.5731878815,-1.0
30,957.427137246,0.403550517279,43.9514842691,19.2334853069,62.2116546955,0.119979296365,0.116939824946,0.112522404004,335.627669507,1.0
30,2910.80349159,0.452053027256,65.173633368,20.6011231854,89.6199651632,0.146156390314,0.322702586145,0.167532273067,308.200165473,-1.0
30,2949.2934489,0.247563937478,30.7116866542,9.35406116086,46.2788805911,0.10640194746,0.16564983584,0.0757600505404,98.8428375254,-1.0
30,2448.92258956,0.43272286062,42.2249342382,13.6950513814,51.2292862554,0.0949813361766,0.198928201483,0.0802490961579,235.527718382,-1.0
31,687.992201648,0.0,2.91402066131,3.40992078719,12.4318669853,0.0480525900618,0.0280625830064,0.0943365705792,7.23553787698,0.0
31,755.351180241,0.0,3.5476133237,3.72796393791,12.463951414,0.04326964698,0.0633718120826,0.0784049111748,3.38636942683,1.0
31,562.895918285,0.0,3.38139702567,4.14805283571,12.9986368777,0.038843778555,0.0637996512645,0.0770927159263,1.17909260528,1.0
31,399.304903004,0.0,3.16324642276,2.55487165055,9.45371067297,0.0333839991539,0.0535866328665,0.0701829040987,0.831677104233,1.0
31,1082.52122086,0.0,3.38548791902,4.16698404769,11.1876864293,0.0484049131007,0.0543621185284,0.0798085082799,1.38930890096,1.0
32,1207.61470726,0.0,6.35242759526,2.4403818703,4.65176394569,0.0484523655715,0.0577710783226,0.0473873896557,0.514209014994,1.0
32,1140.25661505,0.0,3.9110838379,1.80282053159,6.10356368443,0.0221685277301,0.0399253843736,0.0386926369472,0.90075303415,-1.0
32,659.123300953,0.0,5.09033285357,2.42448844126,5.32546297723,0.0193299208366,0.039033634922,0.0299701152925,0.81283294094,-1.0
32,2208.35945494,0.0,5.5051192133,2.59303213342,7.1721741203,0.0386070899297,0.0423608849509,0.0508565221943,0.619343650919,-1.0
32,1486.66940732,0.0,4.52974920206,2.90968355872,5.62132532471,0.0266126568142,0.0169839479365,0.0447173068481,0.511357229805,-1.0
32,2006.28632442,0.0,5.20241780891,4.76789946451,8.83665956499,0.0452425205455,0.0366559258662,0.0365885225202,0.514914698751,-1.0
33,1236.48244512,0.256677552859,9.68316276008,4.15956705969,25.2027857656,0.131012363989,0.121589073249,0.0262835539022,2.26501373343,-1.0
33,1044.03057928,0.0,9.05017786081,6.10634147144,58.2251595465,0.0972373157824,0.0547427272324,0.0482836852061,4.72257939927,-1.0
33,1910.06090002,0.157288854097,5.6253919838,5.51617266623,48.8782694385,0.087693463438,0.0548634290988,0.0328868750806,99.6413439307,-1.0
33,2237.22703711,0.0,5.38966088181,3.5171228148,39.6706629942,0.113493180166,0.0478591373317,0.0261154440436,1.19201439064,-1.0
33,380.059476186,0.0,3.02111445794,4.48515189994,27.4756539139,0.142376682143,0.0471028602889,0.013009502073,4.29025058009,-1.0
34,1409.6886792,0.0,7.96932270679,3.77896815054,12.4592280195,0.0554897572385,0.0569171530239,0.129269728319,2.88565411945,-1.0
34,1313.46303646,0.0,11.4385340542,9.34384139785,22.2549091744,0.0966076002472,0.108526691252,0.105572219908,3.45696469932,-1.0
34,1303.84073886,0.0,5.33799028179,3.00631819717,7.20008353444,0.0455065240769,0.093250887887,0.0593974237619,0.653581470892,-1.0
34,1486.66940732,0.0,6.39222465049,4.22752574858,8.22757826267,0.073179051844,0.0515428780834,0.0397221062732,0.352031509533,0.0
34,2583.63790334,0.0,9.68580070493,4.70350079754,11.5949289822,0.0773999266566,0.117341462585,0.110113112842,1.29570156008,1.0
